0	2	3370
1	2	1032
2	0	2109
2	1	2341
3	0	2109
3	1	953
4	2	934
5	2	1592
6	2	165
7	2	17
8	2	1822
9	0	1447
9	1	2341
10	2	1419
11	2	1498
12	2	2101
13	2	636
14	2	1206
15	2	2352
16	0	2109
16	1	1128
17	0	2109
17	1	316
18	2	731
19	0	2066
19	1	316
20	2	2673
21	0	585
21	1	2333
22	2	1885
23	2	1440
24	2	2496
25	2	3211
26	2	2456
27	2	2202
28	2	3179
29	2	2166
30	2	671
31	0	2109
31	1	731
32	0	2066
32	1	1128
33	2	18
34	2	2997
35	2	2848
36	0	1447
36	1	1128
37	2	1940
38	0	1239
38	1	2769
39	0	1239
39	1	2333
40	2	1985
41	2	1168
42	2	2312
43	2	269
44	0	972
44	1	953
45	0	2066
45	1	2673
46	2	3410
47	0	2719
47	1	953
48	0	3315
48	1	2341
49	2	700
50	2	1249
51	2	611
52	0	2719
52	1	2341
53	2	886
54	2	3050
55	0	2109
55	1	1152
56	0	1576
56	1	953
57	2	3150
58	2	622
59	2	3347
60	0	2109
60	1	17
61	0	1447
61	1	785
62	2	1740
63	2	2726
64	0	2066
64	1	2190
65	0	1695
65	1	731
66	2	2972
67	2	1658
68	0	2066
68	1	625
69	2	2102
70	2	2261
71	2	737
72	2	442
73	2	1364
74	0	2066
74	1	2166
75	2	369
76	0	2472
76	1	2341
77	2	2125
78	0	2109
78	1	242
79	0	2719
79	1	625
80	2	2665
81	0	6
81	1	2166
82	0	1695
82	1	1638
83	0	1231
83	1	2352
84	2	2992
85	0	289
85	1	625
86	0	1695
86	1	2673
87	0	1349
87	1	1822
88	2	2024
89	0	1447
89	1	1601
90	0	557
90	1	2341
91	0	289
91	1	1974
92	0	2109
92	1	548
93	0	2066
93	1	548
94	2	2749
95	2	63
96	2	673
97	2	12
98	2	2810
99	0	2109
99	1	3383
100	0	289
100	1	731
101	0	2066
101	1	1974
102	0	1650
102	1	953
103	0	2719
103	1	2190
104	2	2563
105	0	462
105	1	2681
106	0	972
106	1	2341
107	0	2109
107	1	1940
108	0	786
108	1	2673
109	0	2719
109	1	3370
110	0	3238
110	1	1128
111	2	1887
112	0	1447
112	1	2333
113	2	427
114	2	1459
115	2	1899
116	2	1408
117	0	2339
117	1	1601
118	2	796
119	0	1676
119	1	316
120	2	2435
121	0	2109
121	1	671
122	0	2719
122	1	785
123	2	2231
124	0	711
124	1	953
125	0	2109
125	1	2435
126	2	3355
127	0	289
127	1	2190
128	2	2768
129	0	1695
129	1	2769
130	2	821
131	2	1541
132	0	711
132	1	2352
133	2	421
134	0	2066
134	1	3338
135	2	1538
136	0	3192
136	1	2341
137	0	1447
137	1	543
138	2	858
139	2	1578
140	0	2109
140	1	543
141	2	840
142	2	3313
143	0	2727
143	1	2673
144	0	3315
144	1	1032
145	2	2118
146	0	2109
146	1	1053
147	2	380
148	2	158
149	0	1727
149	1	2673
150	2	1257
151	0	3067
151	1	316
152	2	2140
153	2	2052
154	0	1316
154	1	953
155	0	2109
155	1	1383
156	0	2109
156	1	2378
157	0	2472
157	1	3370
158	0	1239
158	1	625
159	2	162
160	0	3238
160	1	953
161	0	2719
161	1	2352
162	0	2066
162	1	17
163	2	2641
164	0	462
164	1	953
165	0	1676
165	1	1128
166	0	2066
166	1	671
167	0	1800
167	1	2352
168	0	2841
168	1	907
169	2	2440
170	0	2066
170	1	2333
171	2	1103
172	0	2109
172	1	3426
173	0	1447
173	1	1940
174	0	1349
174	1	3381
175	2	3466
176	2	2882
177	0	6
177	1	953
178	2	25
179	2	3373
180	0	2109
180	1	1309
181	2	566
182	2	533
183	2	3344
184	0	786
184	1	316
185	0	1239
185	1	17
186	0	2339
186	1	242
187	0	1818
187	1	2079
188	0	2889
188	1	953
189	0	2109
189	1	2896
190	0	1447
190	1	29
191	2	1327
192	2	1978
193	0	1676
193	1	17
194	0	1414
194	1	2341
195	0	2066
195	1	242
196	2	371
197	2	3350
198	2	3096
199	2	2423
200	0	2459
200	1	1822
201	2	2171
202	2	2869
203	2	475
204	0	1349
204	1	242
205	2	1173
206	0	1650
206	1	1032
207	2	2258
208	2	403
209	0	1727
209	1	731
210	2	3301
211	2	1377
212	2	2998
213	0	579
213	1	953
214	0	1650
214	1	316
215	0	2066
215	1	2435
216	0	488
216	1	2333
217	2	794
218	2	388
219	2	499
220	0	1695
220	1	1419
221	0	2066
221	1	2997
222	2	869
223	0	1447
223	1	2166
224	2	3052
225	0	1231
225	1	953
226	2	2443
227	2	1674
228	0	1062
228	1	2341
229	0	1695
229	1	3370
230	0	3315
230	1	2972
231	2	2653
232	2	2100
233	0	2472
233	1	2190
234	2	580
235	0	2109
235	1	1581
236	2	1767
237	0	2066
237	1	2378
238	0	1349
238	1	1601
239	2	746
240	2	914
241	0	2889
241	1	2341
242	0	786
242	1	700
243	0	1695
243	1	700
244	0	3315
244	1	2190
245	2	1639
246	0	2066
246	1	1383
247	0	1695
247	1	3150
248	2	2298
249	2	9
250	0	1676
250	1	2333
251	0	1727
251	1	2341
252	0	254
252	1	2341
253	0	2472
253	1	700
254	0	867
254	1	2352
255	0	972
255	1	1128
256	0	2837
256	1	2333
257	0	1239
257	1	1991
258	2	3037
259	0	3315
259	1	2769
260	0	3315
260	1	2166
261	2	8
262	0	1447
262	1	1419
263	0	2640
263	1	953
264	2	2113
265	0	963
265	1	953
266	0	735
266	1	2352
267	0	7
267	1	2145
268	2	1293
269	0	2472
269	1	2333
270	2	2483
271	2	208
272	2	1050
273	0	972
273	1	1152
274	2	3277
275	2	833
276	2	3081
277	2	656
278	2	3001
279	0	6
279	1	2673
280	2	2807
281	2	1059
282	0	2109
282	1	907
283	0	2066
283	1	1592
284	0	2109
284	1	3410
285	2	392
286	2	174
287	0	1447
287	1	2079
288	2	1686
289	2	3216
290	2	534
291	0	2481
291	1	1822
292	2	871
293	0	1239
293	1	3338
294	2	2549
295	2	2318
296	2	895
297	0	2508
297	1	2341
298	0	3413
298	1	2769
299	0	583
299	1	2333
300	0	3238
300	1	2972
301	0	2719
301	1	17
302	2	679
303	2	1966
304	0	3315
304	1	1419
305	0	2481
305	1	2352
306	0	2719
306	1	1383
307	0	1349
307	1	3179
308	0	1727
308	1	1128
309	0	2841
309	1	2341
310	2	273
311	0	3413
311	1	2997
312	0	2109
312	1	1498
313	2	3047
314	2	1466
315	2	1726
316	0	3413
316	1	1032
317	0	1239
317	1	953
318	2	2116
319	0	2569
319	1	2341
320	0	1062
320	1	953
321	2	2389
322	2	2470
323	2	3107
324	0	583
324	1	2341
325	0	1414
325	1	953
326	0	1231
326	1	2341
327	2	1700
328	0	1239
328	1	1601
329	0	1354
329	1	2333
330	0	1349
330	1	2341
331	2	1542
332	0	2066
332	1	1940
333	2	2230
334	0	2837
334	1	2769
335	0	1447
335	1	2972
336	0	2472
336	1	2769
337	0	2000
337	1	1974
338	2	1428
339	2	2788
340	0	6
340	1	1128
341	0	2167
341	1	2341
342	2	1164
343	0	1447
343	1	3426
344	0	1450
344	1	2352
345	0	1695
345	1	1152
346	2	509
347	0	2719
347	1	2079
348	0	659
348	1	2333
349	0	289
349	1	785
350	2	1649
351	2	397
352	2	879
353	2	3120
354	0	659
354	1	1032
355	2	270
356	2	701
357	0	1800
357	1	2190
358	2	1872
359	2	3468
360	0	3315
360	1	731
361	2	1355
362	0	1465
362	1	785
363	0	2109
363	1	3348
364	0	2109
364	1	2096
365	0	6
365	1	1592
366	2	1798
367	2	3039
368	0	1727
368	1	953
369	2	3384
370	0	2472
370	1	543
371	2	2006
372	0	2109
372	1	1125
373	0	1676
373	1	1152
374	0	659
374	1	316
375	2	3280
376	2	1557
377	0	2736
377	1	2145
378	2	2484
379	0	659
379	1	731
380	0	2066
380	1	907
381	2	1002
382	0	2109
382	1	657
383	0	786
383	1	29
384	0	2472
384	1	2673
385	0	2066
385	1	2096
386	2	601
387	2	2835
388	2	294
389	0	1676
389	1	3383
390	0	3315
390	1	671
391	0	2472
391	1	3383
392	0	3474
392	1	1032
393	2	1063
