0	2	1027
1	2	6929
2	0	826
2	1	5589
3	0	527
3	1	5589
4	0	7928
4	1	5589
5	0	1427
5	1	5589
6	2	805
7	0	6732
7	1	4062
8	0	8533
8	1	6666
9	0	1427
9	1	6666
10	2	577
11	0	2404
11	1	6666
12	2	2370
13	2	6920
14	0	8533
14	1	3413
15	0	1427
15	1	3413
16	2	3990
17	2	970
18	0	5021
18	1	3413
19	0	8533
19	1	8505
20	0	6338
20	1	8505
21	2	1809
22	0	1427
22	1	1207
23	0	3266
23	1	5589
24	0	1966
24	1	5589
25	2	3413
26	0	3749
26	1	3413
27	0	3479
27	1	3411
28	2	3411
29	2	5553
30	2	6226
31	2	3758
32	2	1323
33	0	6732
33	1	5589
34	2	8362
35	2	7222
36	2	8125
37	0	5116
37	1	313
38	2	313
39	0	2568
39	1	5589
40	0	5935
40	1	8505
41	0	7935
41	1	8505
42	0	1427
42	1	8505
43	0	3580
43	1	8505
44	2	4124
45	0	3479
45	1	8505
46	0	8533
46	1	8458
47	0	1427
47	1	8458
48	0	1427
48	1	4750
49	0	5116
49	1	4750
50	2	1207
51	2	2172
52	2	862
53	2	2177
54	0	8533
54	1	3411
55	2	1947
56	0	5935
56	1	3763
57	2	6980
58	0	2634
58	1	3481
59	0	5449
59	1	3481
60	2	7761
61	2	5405
62	0	1427
62	1	6452
63	2	3763
64	2	1449
65	2	3935
66	2	7484
67	2	4750
68	0	1427
68	1	7484
69	0	5373
69	1	8505
70	0	5116
70	1	8505
71	2	803
72	0	314
72	1	8505
73	0	7924
73	1	3763
74	2	3481
75	0	5116
75	1	3481
76	0	7935
76	1	5589
77	2	5589
78	2	5824
79	0	1427
79	1	3763
80	2	1321
81	2	8494
82	0	1427
82	1	3285
83	0	2770
83	1	4956
84	0	6732
84	1	4956
85	2	2002
86	0	2404
86	1	4956
87	2	2199
88	0	8533
88	1	1449
89	0	7717
89	1	1449
90	0	1427
90	1	6344
91	2	1342
92	2	4157
93	2	2193
